,location,bath,balcony,price,BuiltUp_Area,Plot_Area,Carpet_Area,BedRoom,With_Hall_Kitchen,Final_sqft
6307,Kothnur Narayanapura,1,0,77.5,0,1,0,2,0,1290.0
6308,Amruthnagar,2,1,48.0,1,0,0,2,1,1150.0
6309,Ambedkar Colony,2,1,145.0,1,0,0,2,1,1464.0
6310,Anekal,2,1,36.0,0,1,0,4,0,1200.0
6311,Gollarapalya Hosahalli,2,0,36.5,1,0,0,2,1,861.0
6312,Kundalahalli,2,1,82.62,1,0,0,2,1,1047.0
6313,Lakshmipura,2,0,75.0,0,1,0,2,0,1200.0
6314,Kirloskar Layout,10,0,190.0,0,1,0,10,0,1200.0
6315,Hongasandra,2,1,45.0,1,0,0,2,1,1065.0
6316,Rajaji Nagar,3,3,369.0,1,0,0,3,1,2300.0
6317,Ramamurthy Nagar,2,1,62.0,1,0,0,2,1,1000.0
6318,Lingadheeranahalli,3,1,113.0,1,0,0,3,1,1682.0
6319,Harlur,3,2,131.0,1,0,0,3,1,1756.0
6320,BEL Road,4,2,1000.0,0,1,0,5,0,4000.0
6321,Vignana Nagar,4,2,90.0,1,0,0,4,1,1050.0
6322,Vittasandra,2,1,67.32,1,0,0,2,1,1238.0
6323,Dasanapura,2,1,42.0,1,0,0,2,1,814.0
6324,Dodda Nekkundi,2,1,46.5,1,0,0,2,1,1145.0
6325,Varthur,2,1,34.0,1,0,0,2,1,965.0
6326,Doddabele,2,1,36.0,1,0,0,2,1,750.0
6327,Banashankari,2,2,55.0,1,0,0,3,1,1300.0
6328,1st Phase JP Nagar,3,3,131.0,1,0,0,3,1,1590.0
6329,Begur Road,1,1,40.0,1,0,0,1,1,644.0
6330,Whitefield,2,1,37.0,1,0,0,2,1,982.0
6331,Indira Nagar,2,2,100.0,1,0,0,2,1,1260.0
6332,Rayasandra,3,2,75.17,1,0,0,3,1,1555.0
6333,Race Course Road,4,1,450.0,1,0,0,4,0,2500.0
6334,Kaggadasapura,2,2,48.0,1,0,0,2,1,1225.0
6335,Electronics City Phase 1,2,1,46.0,1,0,0,2,1,1085.0
6336,Rajaji Nagar,3,2,220.0,1,0,0,3,1,1640.0
6337,Thanisandra,3,1,110.0,1,0,0,3,1,1595.0
6338,Raja Rajeshwari Nagar,2,2,40.44,1,0,0,2,1,1196.0
6339,Yelahanka,3,1,108.0,1,0,0,3,1,1859.0
6340,9th Phase JP Nagar,2,1,60.0,1,0,0,2,1,1079.0
6341,Shivaji Nagar,1,1,27.0,1,0,0,2,1,550.0
6342,Whitefield,2,1,42.0,1,0,0,2,1,1118.0
6343,CV Raman Nagar,2,2,60.0,1,0,0,2,1,1198.0
6344,Chandapura,3,0,30.215,1,0,0,3,1,1162.5
6345,Thigalarapalya,4,2,135.0,1,0,0,3,1,1830.0
6346,Banashankari Stage VI,2,1,59.0,1,0,0,2,1,1160.0
6347,Srirampuram,2,1,156.0,1,0,0,3,1,1485.0
6348,Ejipura,3,3,135.0,1,0,0,3,1,2070.0
6349,Basaveshwara Nagar,4,1,150.0,0,1,0,6,0,750.0
6350,Kannamangala,2,0,52.5,1,0,0,2,1,957.0
6351,Basaveshwara Nagar,4,1,310.0,0,1,0,5,0,2400.0
6352,Bannerghatta Road,2,1,69.0,1,0,0,2,1,1268.0
6353,Bannerghatta Road,2,2,87.0,1,0,0,3,1,1450.0
6354,Manorayana Palya,2,2,75.0,1,0,0,3,1,1600.0
6355,Uttarahalli,2,1,57.0,1,0,0,3,1,1330.0
6356,Jakkur,2,2,65.0,1,0,0,3,1,1355.0
6357,Abbaiah Reddy Layout,2,1,38.49,1,0,0,2,1,1100.0
6358,Chikkalasandra,2,1,46.76,1,0,0,2,1,1075.0
6359,Lingarajapuram,2,1,55.0,1,0,0,2,1,800.0
6360,Vasantha Vallabha Nagar,1,1,44.0,1,0,0,2,1,900.0
6361,Haralur Road,2,1,42.0,1,0,0,2,1,1140.0
6362,Ganga Nagar,2,2,125.0,1,0,0,3,1,1480.0
6363,Padmanabhanagar,2,2,90.63,1,0,0,3,1,1710.0
6364,Talaghattapura,3,3,148.0,1,0,0,3,1,2106.0
6365,Yeshwanthpur,6,0,270.0,0,1,0,9,0,2400.0
6366,Sadahalli,2,0,130.0,0,1,0,3,0,3800.0
6367,Vajarahalli,3,2,120.0,0,1,0,3,0,800.0
6368,Marathahalli,2,0,104.0,1,0,0,2,1,1602.0
6369,Sarjapur  Road,2,2,116.0,1,0,0,3,1,1660.0
6370,Electronic City Phase II,3,2,80.0,1,0,0,3,1,1549.0
6371,Marathahalli,1,1,38.0,1,0,0,1,1,700.0
6372,Balagere,2,1,64.0,1,0,0,2,1,1012.0
6373,Whitefield,2,1,69.0,1,0,0,2,1,1216.0
6374,Electronic City Phase II,2,1,56.13,1,0,0,2,1,1065.0
6375,Thanisandra,3,1,93.15,1,0,0,3,1,1411.0
6376,Pai Layout,2,2,57.5,1,0,0,2,1,1400.0
6377,Hoskote,3,2,29.0,1,0,0,3,1,1250.0
6378,Haralur Road,2,3,62.0,1,0,0,2,1,1245.0
6379,Choodasandra,2,1,50.0,1,0,0,2,1,1115.0
6380,Vidyaranyapura,2,1,35.0,1,0,0,2,1,1000.0
6381,Panathur,3,0,71.89,1,0,0,3,1,1580.0
6382,Subramanyapura,3,2,90.0,1,0,0,3,1,1800.0
6383,Mathikere,2,2,130.0,1,0,0,2,1,1500.0
6384,Kothannur,3,2,44.0,1,0,0,3,1,1275.0
6385,Kasavanhalli,3,2,82.0,1,0,0,3,1,1494.0
6386,Bhoganhalli,3,2,129.0,1,0,0,3,1,1949.0
6387,BTM Layout,2,1,46.5,1,0,0,2,1,1020.0
6388,Mysore Road,2,1,45.0,1,0,0,2,1,883.0
6389,Old Airport Road,4,0,280.0,1,0,0,4,1,3200.0
6390,Uttarahalli,6,1,125.0,0,1,0,6,0,1680.0
6391,Mysore Road,6,2,300.0,0,1,0,12,0,2232.0
6392,Anand nagar,3,3,125.0,1,0,0,3,1,2010.0
6393,Yeshwanthpur,2,2,80.0,1,0,0,2,1,1240.0
6394,6th Phase JP Nagar,2,1,63.0,1,0,0,2,1,1213.0
6395,Hegde Nagar,3,3,88.0,1,0,0,3,1,1835.0
6396,Hoskote,10,3,185.0,0,1,0,9,0,1800.0
6397,Bannerghatta Road,5,0,195.0,1,0,0,4,1,2932.0
6398,Whitefield,5,2,250.0,1,0,0,4,0,3425.0
6399,Gottigere,2,0,45.0,1,0,0,2,1,945.0
6400,Sathya Layout,2,2,100.0,1,0,0,3,1,1504.0
6401,Lakshminarayana Pura,3,2,150.0,1,0,0,3,1,1569.0
6402,Harlur,3,2,130.0,1,0,0,3,1,1755.0
6403,Vijayanagar,3,0,140.0,1,0,0,3,1,1760.0
6404,Hoodi,2,3,43.94,1,0,0,2,1,1240.0
6405,Electronics City Phase 1,3,2,72.54,1,0,0,3,1,1450.0
6406,5th Phase JP Nagar,2,0,48.0,1,0,0,2,1,1000.0
6407,Shivaji Nagar,1,1,306.0,0,1,0,1,0,3820.0
6408,Thyagaraja Nagar,4,2,145.0,1,0,0,5,1,2000.0
6409,Choodasandra,2,2,59.0,1,0,0,2,1,1215.0
6410,5 Bedroom Farm House in Lakshmipura,6,2,550.0,0,1,0,5,0,26136.0
6411,Yelachenahalli,3,3,73.5,1,0,0,3,1,1330.0
6412,Raja Rajeshwari Nagar,2,1,75.0,1,0,0,2,1,1178.0
6413,Hulimavu,4,3,192.0,0,1,0,4,0,1500.0
6414,Shree Ananth Nagar Layout,2,2,59.0,1,0,0,2,1,2040.0
6415,Bellandur,3,2,85.0,1,0,0,3,1,2000.0
6416,Shanti Nagar,2,1,165.0,1,0,0,3,1,1602.0
6417,2nd Stage Arekere Mico Layout,4,1,130.0,0,1,0,4,0,1200.0
6418,Jayamahal,3,1,220.0,1,0,0,3,1,1800.0
6419,Dasarahalli,2,1,152.0,0,1,0,3,0,2400.0
6420,Sarjapur  Road,3,3,108.0,1,0,0,3,1,1700.0
6421,Jigani,3,2,65.0,1,0,0,3,1,1200.0
6422,Veer Sandra,3,0,72.0,0,1,0,3,0,1500.0
6423,Karuna Nagar,3,2,165.0,0,1,0,3,0,1240.0
6424,Whitefield,3,2,400.0,1,0,0,3,0,3000.0
6425,Kanakpura Road,3,3,85.0,1,0,0,3,1,1737.0
6426,Chennappa Layout,2,1,48.0,1,0,0,3,1,1280.0
6427,CV Raman Nagar,2,2,85.0,1,0,0,2,1,1560.0
6428,Kambipura,2,1,44.0,1,0,0,2,1,883.0
6429,Kengeri Satellite Town,2,1,33.0,1,0,0,2,1,750.0
6430,Brookefield,3,3,140.0,1,0,0,4,1,2400.0
6431,Bhuvaneshwari Nagar,2,1,45.0,1,0,0,2,1,900.0
6432,Hormavu,2,1,49.35,1,0,0,2,1,1030.0
6433,7th Phase JP Nagar,3,2,155.0,1,0,0,3,1,1850.0
6434,Hennur Road,3,1,110.0,1,0,0,3,1,1831.0
6435,Raja Rajeshwari Nagar 5th Stage,2,1,38.33,1,0,0,2,1,1095.0
6436,Electronic City Phase II,2,1,38.13,1,0,0,3,1,1320.0
6437,Sarjapur  Road,2,0,40.72,1,0,0,3,1,1272.5
6438,7th Phase JP Nagar,2,1,61.0,1,0,0,2,1,1000.0
6439,Budigere,3,2,85.4,1,0,0,3,1,1820.0
6440,Bisuvanahalli,2,1,41.0,1,0,0,3,1,1075.0
6441,TC Palaya,3,0,83.0,0,1,0,3,0,1500.0
6442,Electronics City Phase 1,1,0,16.9,1,0,0,1,0,360.0
6443,Kadugodi,1,0,40.7,1,0,0,1,1,925.0
6444,Electronic City,2,1,70.93,1,0,0,2,1,1140.0
6445,Chennammana Kere,2,2,58.4,1,0,0,2,1,1145.0
6446,RMV Extension Stage 2,3,3,120.0,1,0,0,3,1,1862.0
6447, Devarachikkanahalli,2,2,43.0,1,0,0,2,1,947.0
6448,Langford Town,4,2,211.0,1,0,0,4,1,7499.72
6449,Chandra Layout,3,2,195.0,0,1,0,3,0,700.0
6450,Kalena Agrahara,2,2,40.0,1,0,0,2,1,1120.0
6451,Sadanand Nagar,3,3,200.0,1,0,0,3,1,2700.0
6452,Kaggadasapura,2,2,75.0,1,0,0,3,1,1805.0
6453,Basavangudi,2,3,93.0,1,0,0,2,1,1100.0
6454,Bommenahalli,3,0,135.0,0,1,0,4,0,1355.0
6455,"Whietfield, ",3,2,98.0,1,0,0,3,1,1677.0
6456,Hosapalya,8,3,95.0,1,0,0,8,0,2500.0
6457,Uttarahalli,3,3,74.0,1,0,0,3,1,1560.0
6458,Arekere,3,2,150.0,1,0,0,3,1,2060.0
6459,Koramangala,2,0,115.0,1,0,0,3,1,1716.0
6460,Harlur,3,1,140.0,1,0,0,3,1,1864.0
6461,Electronics City Phase 1,1,1,32.0,1,0,0,1,1,638.0
6462,Sidedahalli,7,3,95.0,0,1,0,9,0,1200.0
6463,Kodigehalli,9,0,170.0,1,0,0,8,1,1150.0
6464,Chandapura,2,1,30.0,1,0,0,2,1,937.0
6465,Hennur Gardens,2,1,115.0,1,0,0,3,1,1490.0
6466,Frazer Town,5,3,410.0,1,0,0,4,1,4856.0
6467,Whitefield,6,1,525.0,0,1,0,4,0,4003.0
6468,Whitefield,2,1,37.0,1,0,0,2,1,1100.0
6469,Thigalarapalya,2,2,48.53,1,0,0,2,1,1000.0
6470,Horamavu Agara,2,1,37.0,1,0,0,2,1,1060.0
6471,Kundalahalli,2,1,91.0,1,0,0,2,1,1047.0
6472,Basaveshwara Nagar,2,2,80.0,1,0,0,2,1,1200.0
6473,Akshaya Nagar,2,2,75.0,1,0,0,3,1,1420.0
6474,Sarjapur  Road,3,0,85.0,1,0,0,3,1,1539.0
6475,Tejaswini Nagar,3,1,59.0,1,0,0,3,1,1550.0
6476,Kasavanhalli,3,3,82.0,1,0,0,3,1,1555.0
6477,BTM Layout 1stage 9th Main,6,2,138.0,0,1,0,7,0,600.0
6478,Seegehalli,3,3,68.0,1,0,0,3,1,1553.0
6479,Electronic City Phase II,2,2,26.0,1,0,0,2,1,920.0
6480,Jeevan bima nagar,3,3,120.0,1,0,0,3,1,1740.0
6481,OMBR Layout,3,2,145.0,1,0,0,3,1,1855.0
6482,Kundalahalli,3,1,146.0,1,0,0,3,1,1724.0
6483,B Narayanapura,2,2,60.0,1,0,0,2,1,1020.0
6484,Banaswadi,4,2,150.0,0,1,0,6,0,1000.0
6485,Uttarahalli,2,1,50.0,1,0,0,3,1,1250.0
6486,Sanjay nagar,3,2,75.0,1,0,0,3,1,1450.0
6487,Thubarahalli,2,2,80.0,1,0,0,2,1,1200.0
6488,Haralur Road,2,2,58.0,1,0,0,2,1,1140.0
6489,Hoskote,5,2,110.0,0,1,0,5,0,900.0
6490,Basava Nagar,1,1,16.0,1,0,0,1,1,550.0
6491,Bannerghatta Road,3,1,44.0,1,0,0,3,1,1450.0
6493,Kanakpura Road,2,1,35.07,1,0,0,2,1,700.0
6494,Whitefield,3,1,56.0,0,1,0,3,0,1200.0
6495,Yelahanka,2,1,45.0,1,0,0,2,1,1050.0
6496,Somasundara Palya,3,3,69.0,1,0,0,3,1,1600.0
6497,Bannerghatta Road,2,3,75.0,1,0,0,3,1,1625.0
6498,Volagerekallahalli,2,2,65.0,1,0,0,2,1,1492.0
6499,Whitefield,5,0,157.5,1,0,0,4,1,2856.0
6500,Sarjapur  Road,2,3,82.0,1,0,0,3,1,1489.0
6501,Kanakapura,2,2,62.38,1,0,0,3,1,1560.0
6502,Haralur Road,2,2,42.0,1,0,0,2,1,1140.0
6503,Lavakusha Nagar,3,2,65.0,1,0,0,3,1,1431.0
6504,Lingadheeranahalli,3,1,114.0,1,0,0,3,1,1682.0
6505,Panathur,2,1,86.26,1,0,0,2,1,1198.0
6506,Outer Ring Road East,3,2,325.0,0,1,0,3,0,3664.0
6507,Sarjapur  Road,2,2,69.75,1,0,0,3,1,1550.0
6508,Kodichikkanahalli,2,1,45.0,1,0,0,2,1,1026.0
6509,Hennur,2,2,52.0,1,0,0,3,1,1260.0
6510,Singanayakanahalli,2,0,42.0,0,1,0,2,0,690.0
6511,Sarjapur  Road,1,1,45.0,1,0,0,1,1,539.0
6512,Sarakki Nagar,4,1,85.0,1,0,0,4,0,1200.0
6513,Attibele,3,3,120.0,1,0,0,3,0,2400.0
6514,Thubarahalli,2,2,79.55,1,0,0,2,1,1200.0
6515,Kundalahalli,5,2,350.0,0,1,0,4,0,2500.0
6516,Sarjapur  Road,2,2,40.0,1,0,0,3,1,1186.0
6517,Thanisandra,2,2,39.5,1,0,0,2,1,1039.0
6518,Mahalakshmi Puram,5,3,233.0,0,1,0,4,0,1500.0
6519,Gottigere,4,1,100.0,0,1,0,5,0,1500.0
6520,Malleshwaram,3,2,150.0,1,0,0,3,1,2520.0
6521,Brookefield,2,2,66.5,1,0,0,2,1,1225.0
6522,Bommanahalli,2,2,72.0,1,0,0,2,1,1350.0
6523,Vittal Mallya Road,2,2,300.0,1,0,0,2,1,1030.0
6524,Whitefield,2,2,49.6,1,0,0,3,1,1550.0
6525,Hoodi,3,2,79.0,1,0,0,3,1,1490.0
6526,Brindavan Nagar,3,2,111.0,1,0,0,3,1,1520.0
6527,Whitefield,4,0,550.0,0,1,0,4,0,4100.0
6528,Dena Bank Colony,2,3,64.5,1,0,0,3,1,1391.0
6529,Rachenahalli,2,2,50.0,1,0,0,2,1,1200.0
6530,Kadabagere,4,2,86.0,0,1,0,4,0,1200.0
6531,1st Block HBR Layout,6,3,500.0,0,1,0,5,0,2500.0
6532,Yelahanka,2,2,80.0,1,0,0,2,1,1322.0
6533,Whitefield,3,2,128.0,1,0,0,3,1,2173.0
6534,Sarjapur  Road,2,2,75.0,1,0,0,2,1,1200.0
6535,Thubarahalli,2,2,47.0,1,0,0,2,1,1200.0
6536,Mysore Road,2,2,65.0,1,0,0,2,1,1170.0
6537,NRI Layout,2,2,45.56,1,0,0,2,1,1125.0
6538,Devanahalli,1,0,28.57,1,0,0,1,1,698.5
6539,Seetharampalya,2,2,90.0,1,0,0,2,1,1250.0
6540,Chandapura,2,2,27.68,1,0,0,2,1,1025.0
6541,Yelahanka,2,2,36.0,1,0,0,3,1,1075.0
6542,High grounds,2,2,190.0,1,0,0,3,1,1900.0
6543,Whitefield,3,2,45.0,1,0,0,3,1,1435.0
6544,Electronics City Phase 1,2,2,64.98,1,0,0,2,1,1175.0
6545,Doddabidrakallu,2,1,33.0,1,0,0,2,1,900.0
6546,Electronics City Phase 1,1,1,21.0,1,0,0,1,1,585.0
6547,Jigani,5,2,230.0,0,1,0,4,0,3170.0
6548,Shanti Nagar,2,1,170.0,1,0,0,3,1,1602.0
6549,Thanisandra,2,2,42.0,1,0,0,2,1,1220.0
6550,Rajaji Nagar,3,3,350.0,1,0,0,3,1,2500.0
6551,Sarjapur  Road,3,3,180.0,1,0,0,3,1,2145.0
6552,Bannerghatta Road,2,3,58.0,1,0,0,2,1,960.0
6553,NGR Layout,1,1,38.0,1,0,0,1,1,907.0
6554,Old Madras Road,2,1,74.0,1,0,0,2,1,1210.0
6555,Kammanahalli,4,1,150.0,0,1,0,4,0,900.0
6556,Jnana Ganga Nagar,2,2,70.0,1,0,0,2,1,1230.0
6557,5th Phase JP Nagar,2,1,75.0,1,0,0,3,1,1350.0
6558,Kenchenahalli,2,2,58.0,1,0,0,2,1,1150.0
6559,Sarjapur,2,0,53.35,1,0,0,3,1,1404.0
6560,OMBR Layout,2,3,48.0,1,0,0,2,1,1050.0
6561,Kothanur,10,0,155.0,0,1,0,8,0,1020.0
6562,Yelahanka,2,2,56.0,1,0,0,2,1,1285.0
6563,Hormavu,2,1,50.8,1,0,0,2,1,1018.0
6564,Hoskote,3,2,57.0,0,1,0,3,0,1200.0
6565,Ejipura,3,3,95.0,1,0,0,3,1,1600.0
6566,9th Phase JP Nagar,2,1,80.0,1,0,0,2,1,1480.0
6567,Kodichikkanahalli,7,0,125.0,1,0,0,5,0,2500.0
6568,Kaval Byrasandra,1,1,25.0,1,0,0,1,1,480.0
6569,Akshaya Nagar,3,3,53.0,1,0,0,3,1,1435.0
6570,Lingarajapuram,1,2,60.0,1,0,0,1,1,450.0
6571,Austin Town,2,0,23.0,1,0,0,1,1,600.0
6572,CV Raman Nagar,2,3,85.0,1,0,0,3,1,1590.0
6574,Nagavara,2,0,40.2,1,0,0,2,1,936.0
6575,Banashankari,2,1,75.0,1,0,0,2,1,1181.0
6576,Kengeri,3,2,80.0,1,0,0,3,1,1741.0
6577,JP Nagar,3,1,123.0,1,0,0,3,1,1750.0
6578,Varthur Road,2,2,42.7,1,0,0,2,1,1050.0
6579,Tumkur Road,2,1,60.0,1,0,0,2,1,1027.0
6580,Geleyara Balaga Layout,2,1,22.0,1,0,0,2,1,596.0
6581,Dollar Scheme Colony,6,0,310.0,1,0,0,4,1,3463.0
6582,Sector 2 HSR Layout,3,2,70.0,1,0,0,3,1,1600.0
6583,Sahakara Nagar,2,1,60.0,1,0,0,2,1,1000.0
6584,Varthur,2,2,44.24,1,0,0,2,1,1120.0
6585,Jinkethimmanahalli,2,0,85.0,0,1,0,2,0,1200.0
6586,Kothnoor Dinne,2,2,35.0,1,0,0,2,1,1200.0
6587,Kasturi Nagar,3,2,110.0,1,0,0,3,1,1570.0
6588,Koramangala,3,1,135.0,1,0,0,3,1,1500.0
6589,Frazer Town,2,2,140.0,1,0,0,2,1,1315.0
6590,Electronic City Phase II,2,1,33.84,1,0,0,2,1,1140.0
6591,Banashankari,2,2,90.0,1,0,0,2,1,1105.0
6592,Electronic City,2,1,34.65,1,0,0,2,1,1200.0
6593,Whitefield,1,1,62.0,1,0,0,1,1,905.0
6594,HSR Layout,4,0,350.0,0,1,0,4,0,2400.0
6595,Kudlu Gate,2,1,50.0,1,0,0,2,1,1185.0
6596,Koramangala,2,1,100.0,1,0,0,2,1,1083.0
6597,Rayasandra,3,2,60.0,1,0,0,3,1,1458.0
6598,Hormavu,3,2,75.0,1,0,0,3,1,1555.0
6599,Devi Nagar,2,2,45.0,1,0,0,2,1,1200.0
6600,Sarjapur  Road,2,1,58.86,1,0,0,2,1,1308.0
6601,Kudlu,2,2,44.0,1,0,0,2,1,1024.0
6602,Kanakapura,3,1,75.0,1,0,0,3,1,1450.0
6603,Seegehalli,3,3,120.0,1,0,0,3,1,1639.0
6604,Hennur Road,2,1,87.0,1,0,0,2,1,1232.0
6605,Kasavanhalli,3,1,184.0,1,0,0,3,1,1719.0
6606,Chandapura,2,1,24.86,1,0,0,2,1,975.0
6607,New Gurappana Palya,4,0,130.0,1,0,0,3,1,2000.0
6608,Jakkur,2,1,79.0,1,0,0,2,1,1230.0
6609,Guddadahalli,4,2,140.0,0,1,0,4,0,1350.0
6610,KR Puram,2,2,67.0,1,0,0,2,1,1076.0
6611,Kumaraswami Layout,7,1,125.0,1,0,0,7,0,2400.0
6612,Vasanthpura,2,2,34.82,1,0,0,3,1,995.0
6613,Kodigehaali,3,2,177.0,1,0,0,3,1,2120.0
6614,Kasthuri Nagar East Of NGEF,7,0,460.0,0,1,0,6,0,2400.0
6615,Chikka Gowdanapalya.,6,2,78.0,0,1,0,6,0,850.0
6616,Electronic City,2,2,40.55,1,0,0,2,1,1096.0
6617,Horamavu Agara,2,1,41.51,1,0,0,2,1,1107.83
6618,Chamrajpet,1,0,85.0,1,0,0,1,1,505.0
6619,Sarjapur  Road,2,2,115.0,1,0,0,2,1,1320.0
6620,8th Phase JP Nagar,3,0,72.02,1,0,0,3,1,1431.5
6621,Whitefield,2,1,99.26,1,0,0,2,1,1320.0
6622,Whitefield,4,2,190.0,1,0,0,3,1,2901.0
6623,GM Palaya,2,2,65.0,1,0,0,3,1,1315.0
6624,VGP Layout,2,1,44.0,1,0,0,2,1,1000.0
6625,Hosakerehalli,3,3,79.8,1,0,0,3,1,1596.0
6626,Bannerghatta Road,3,0,130.0,1,0,0,3,1,1750.0
6627,Whitefield,4,2,270.0,0,1,0,4,0,2403.0
6628,Old Madras Road,3,2,47.25,1,0,0,3,1,1350.0
6629,Old Madras Road,4,0,341.0,1,0,0,4,1,4062.5
6630,"TR Mill Road, Chamarajpet",2,2,79.0,1,0,0,2,1,1175.0
6631,Talaghattapura,2,1,29.47,1,0,0,2,1,921.0
6632,Malleshwaram,4,2,1100.0,1,0,0,4,0,4000.0
6633,Sultan Palaya,3,3,125.0,1,0,0,3,1,1713.0
6634,Ittamadu,2,0,43.0,1,0,0,2,1,1200.0
6635,8th Phase JP Nagar,4,1,90.0,1,0,0,3,0,1900.0
6636,Kudlu Gate,3,2,68.0,1,0,0,3,1,1664.0
6637,Binny Pete,3,2,139.0,1,0,0,3,1,1795.0
6638,Kereguddadahalli,1,1,19.5,1,0,0,1,1,600.0
6639,Hoodi,2,3,65.0,1,0,0,2,1,1240.0
6640,Hegde Nagar,4,2,132.0,1,0,0,3,1,1965.0
6641,Vishveshwarya Layout,4,0,99.0,0,1,0,3,0,600.0
6642,Sarjapur,4,1,370.0,0,1,0,4,0,4111.0
6643,Electronics City Phase 1,2,2,59.76,1,0,0,2,1,1200.0
6644,Ganga Nagar,2,3,68.0,1,0,0,2,1,1112.0
6645,Raja Rajeshwari Nagar,3,2,60.0,1,0,0,3,1,3000.0
6646,Mahadevpura,2,3,64.5,1,0,0,2,1,1136.0
6647,Jigani,2,2,55.0,1,0,0,2,1,914.0
6648,Poorna Pragna Layout,2,1,50.79,1,0,0,3,1,1270.0
6649,Rachenahalli,2,2,47.25,1,0,0,2,1,1050.0
6650,Marathahalli,2,2,68.5,1,0,0,3,1,1385.0
6651,Medahalli,2,3,35.0,1,0,0,2,1,990.0
6652,Yelahanka,2,2,43.0,1,0,0,2,1,845.0
6653,Whitefield,2,1,96.51,1,0,0,2,1,1485.0
6654,Kanakapura,2,3,43.79,1,0,0,3,1,1460.0
6655,Thanisandra,2,1,57.0,1,0,0,2,1,1450.0
6656,HSR Layout,2,1,53.0,1,0,0,3,1,1360.0
6657,Singasandra,2,3,58.0,1,0,0,2,1,1375.0
6658,Uttarahalli,2,1,48.0,1,0,0,2,1,1125.0
6659,Banashankari,1,1,60.0,1,0,0,1,1,720.0
6660,7th Phase JP Nagar,2,2,100.0,1,0,0,3,1,1460.0
6661,Green View Layout,2,2,40.0,1,0,0,2,1,1107.0
6662,Maruthi Nagar,2,3,75.0,1,0,0,2,1,1158.0
6663,Yelachenahalli,1,1,30.0,1,0,0,2,1,800.0
6664,Sector 2 HSR Layout,9,0,90.0,0,1,0,9,0,600.0
6665,Bhoganhalli,3,2,128.0,1,0,0,3,1,1760.0
6666,Nandi Hills,4,2,200.0,0,1,0,4,0,3200.0
6667,HAL 2nd Stage,3,2,145.0,0,1,0,2,0,600.0
6668,TC Palaya,3,1,60.0,1,0,0,3,0,1350.0
6669,Giri Nagar,6,3,100.0,0,1,0,6,0,600.0
6670,Huskur,2,1,32.49,1,0,0,2,1,1125.0
6671,Frazer Town,3,3,154.0,1,0,0,3,1,1706.0
6672,BTM Layout,3,2,112.0,1,0,0,3,1,1600.0
6673,Ramesh Nagar,2,0,90.0,1,0,0,2,1,1200.0
6674,Whitefield,3,3,101.0,1,0,0,3,1,1755.0
6675,Hulimavu,2,1,50.0,1,0,0,2,1,1200.0
6676,BEML Layout,2,2,67.0,1,0,0,2,1,1200.0
6677,Chokkanahalli,2,0,69.0,1,0,0,2,1,1266.67
6678,Kariyammana Agrahara,3,2,90.0,1,0,0,3,1,1800.0
6679,Sector 7 HSR Layout,4,1,275.0,0,1,0,3,0,1200.0
6680,2nd Phase Judicial Layout,3,2,64.0,1,0,0,3,1,1300.0
6681,Nirman Layout,3,3,60.0,0,1,0,3,0,800.0
6682,Whitefield,5,2,550.0,0,1,0,4,0,4800.0
6683,Mysore Road,2,0,50.855,1,0,0,2,1,1029.5
6684,Raja Rajeshwari Nagar,2,2,40.0,1,0,0,2,1,1128.0
6685,NS Palya,2,1,160.0,0,1,0,2,0,2000.0
6686,Panathur,2,1,80.0,1,0,0,2,1,1210.0
6687,Arekere,6,2,142.0,1,0,0,4,1,2710.0
6688,Raja Rajeshwari Nagar,2,2,39.0,1,0,0,2,1,1151.0
6689,Rajaji Nagar,8,3,1700.0,1,0,0,5,1,7500.0
6690,Electronic City,2,2,27.0,1,0,0,2,1,1017.0
6691,Sarjapur  Road,2,1,40.0,1,0,0,2,1,920.0
6692,HRBR Layout,3,1,180.0,0,1,0,4,0,1200.0
6693,Nyanappana Halli,5,2,140.0,0,1,0,5,0,1000.0
6694,Munnekollal,3,3,86.5,1,0,0,3,1,1750.0
6695,Dasanapura,2,1,65.0,1,0,0,2,1,1163.0
6696,7th Phase JP Nagar,3,3,110.0,1,0,0,3,1,1650.0
6697,Kundalahalli Colony,3,3,95.0,1,0,0,3,1,1800.0
6698,CV Raman Nagar,2,1,58.0,1,0,0,2,1,1100.0
6699,R.T. Nagar,2,2,60.0,1,0,0,2,1,1200.0
6700,Ganga Nagar,3,2,65.0,1,0,0,3,1,1410.0
6701,Begur Road,3,2,98.0,1,0,0,3,1,1933.0
6702,Begur Road,2,2,45.6,1,0,0,2,1,1200.0
6703,Whitefield,2,3,63.0,1,0,0,3,1,1608.0
6704,Jakkasandra Extension,5,2,280.0,0,1,0,4,0,2679.0
6705,Horamavu Banaswadi,2,2,46.9,1,0,0,2,1,1156.0
6706,T.C PALYA,2,0,75.0,0,1,0,2,0,1230.0
6707,Kasavanhalli,1,1,43.82,1,0,0,1,1,770.0
6708,Ardendale,3,2,105.0,1,0,0,3,1,1777.26
6709,Kanakpura Road,2,2,85.0,1,0,0,2,1,1339.0
6710,Sarjapur  Road,3,2,183.0,1,0,0,3,0,3044.0
6711,Chennappa Layout,2,2,44.8,1,0,0,2,1,1080.0
6712,Doddabommasandra,5,2,145.0,0,0,1,8,0,3150.0
